temperature,line_speed,shift,operator_experience,machine_age,defect
57.98,102.89,Day,5.9,35.6,0
91.65,96.02,Day,7.7,28.8,0
72.37,83.28,Day,5.7,26.8,0
91.2,71.84,Day,8.4,37.9,0
77.96,96.43,Night,9.2,26.9,0
86.08,91.41,Night,6.9,24.4,0
75.56,60.2,Day,7.2,29.2,0
72.94,82.1,Day,1.5,27.4,0
89.62,66.73,Night,5.4,40.9,0
82.07,87.3,Night,8.7,18.5,0
71.07,111.31,Night,8.1,25.6,0
75.54,85.01,Day,2.8,27.8,0
80.33,70.52,Day,7.7,35.6,0
93.2,83.47,Night,9.2,30.2,0
83.27,74.18,Day,8.7,34.1,0
80.68,94.14,Night,5.5,1,0
80.24,117.75,Night,6.0,16.4,1
71.4,79.66,Day,5.9,26.4,0
72.04,86.37,Day,5.9,34.8,0
77.91,82.65,Day,6.1,25.8,0
71.68,66.3,Day,5.5,22.7,0
76.75,102.72,Day,7.8,14.7,0
83.71,77.88,Day,6.3,26.5,0
78.33,90.68,Day,6.9,25.8,0
79.15,104.81,Night,5.0,15.4,0
79.49,97.36,Night,4.6,29.4,0
79.31,75.99,Day,7.5,32.2,0
75.53,76.97,Night,8.2,13.0,0
78.85,86.54,Day,3.3,32.4,0
71.03,91.5,Day,10.4,17.9,0
71.41,83.06,Day,8.2,36.2,0
79.13,102.95,Night,7.7,17.4,0
71.56,102.3,Night,7.5,18.6,0
81.61,78.18,Day,6.6,21.3,0
72.85,87.97,Day,5.8,18.7,0
70.96,78.66,Night,4.2,20.2,0
75.49,88.44,Night,5.3,21.7,0
87.58,77.83,Night,7.5,15.4,0
83.09,82.82,Day,4.9,19.4,0
85.81,96.03,Night,4.7,16.0,0
72.59,94.28,Day,6.9,31.5,0
68.02,120.35,Day,7.8,19.9,0
78.09,91.71,Night,7.2,15.2,0
73.32,73.49,Day,4.1,32.6,0
70.94,94.68,Day,5.2,36.3,0
81.31,102.78,Day,9.3,29.4,0
73.87,93.98,Day,3.7,24.4,0
79.59,65.56,Night,5.8,30.8,0
79.88,114.99,Night,8.3,33.0,0
74.48,83.93,Day,5.7,14.6,0
79.29,94.11,Day,9.2,23.6,0
86.81,100.52,Day,8.0,19.6,0
84.51,84.33,Day,8.2,20.5,0
82.39,83.18,Day,3.8,8.8,0
77.89,78.34,Day,4.4,15.5,0
72.35,105.7,Night,8.8,24.1,0
73.62,101.67,Night,7.0,25.2,0
84.44,84.97,Day,10.1,23.0,0
71.44,94.8,Night,5.1,31.3,0
82.95,86.47,Day,3.2,23.2,0
87.03,71.71,Night,5.0,25.7,0
75.85,94.37,Day,2.3,31.9,0
66.96,91.2,Night,7.6,33.7,1
77.55,82.03,Day,6.8,16.6,0
75.38,85.96,Day,8.3,34.7,0
65.6,103.38,Night,6.0,24.7,0
71.41,93.14,Day,6.3,29.6,0
69.32,88.73,Day,3.2,36.5,0
82.05,91.25,Night,3.4,34.0,0
78.16,97.07,Night,5.8,25.8,0
86.05,109.15,Day,8.0,25.8,0
86.84,113.17,Night,2.7,16.1,0
67.97,71.05,Day,6.0,32.5,0
75.48,95.18,Night,6.2,13.4,0
77.98,95.83,Day,11.1,33.1,0
86.56,77.05,Night,6.7,24.4,0
70.75,96.0,Day,7.0,26.1,0
82.38,80.7,Night,5.3,18.4,0
80.58,107.37,Night,7.6,35.1,0
75.54,77.43,Day,6.6,4.6,0
77.68,78.98,Day,7.3,30.1,0
89.13,87.85,Night,4.9,32.9,0
85.52,90.49,Night,6.7,36.4,0
69.03,113.61,Day,5.5,16.9,0
76.6,83.19,Day,6.4,27.5,0
77.58,87.39,Day,7.9,32.6,0
72.05,89.03,Day,5.9,33.5,0
81.96,75.9,Day,7.2,31.4,0
76.91,110.74,Day,5.6,13.3,0
77.39,96.72,Night,7.8,13.0,0
72.61,93.84,Day,7.5,16.6,0
80.98,76.72,Day,8.3,19.4,0
84.52,90.22,Night,8.2,15.2,0
79.99,88.7,Night,5.6,36.8,0
82.75,109.3,Night,3.5,35.5,0
78.62,100.21,Night,4.5,20.8,0
74.93,72.87,Day,3.5,22.0,0
73.64,92.88,Day,6.6,31.3,0
76.76,78.92,Day,4.7,27.0,0
71.14,86.16,Night,3.4,15.7,0
90.75,90.32,Day,6.8,9.5,0
68.97,85.33,Day,7.0,24.7,0
73.84,71.78,Day,5.8,29.7,0
72.21,70.53,Day,5.6,22.6,0
70.06,81.68,Night,5.9,3.2,0
69.5,88.17,Day,6.4,26.0,0
71.81,82.75,Night,6.0,33.0,0
80.24,65.44,Day,5.2,19.9,0
66.39,75.09,Night,7.1,28.6,0
75.47,89.34,Night,6.5,27.3,0
70.94,124.09,Night,6.3,31.7,0
80.61,79.65,Day,6.7,10.8,0
75.15,70.07,Day,4.2,21.2,0
83.75,74.27,Day,9.6,19.5,0
75.35,84.9,Night,7.7,22.8,0
62.96,103.69,Day,4.5,16.3,0
69.26,92.63,Day,6.0,20.8,0
71.38,64.05,Night,3.3,17.6,0
79.9,84.06,Day,4.4,18.0,0
67.53,84.32,Day,3.3,34.4,0
74.63,70.93,Day,5.3,14.2,0
71.75,81.4,Night,6.5,24.3,0
77.71,100.22,Night,5.2,30.5,0
98.89,69.45,Day,6.3,23.9,0
92.17,87.85,Day,7.1,31.2,0
88.54,97.17,Day,5.5,22.8,0
74.98,77.53,Day,7.8,20.0,0
76.2,92.9,Day,10.6,15.0,0
90.75,91.03,Day,10.2,25.0,0
74.92,101.96,Day,6.9,36.5,0
78.54,68.26,Day,6.4,22.0,0
74.5,101.14,Day,5.9,17.8,0
78.55,67.17,Day,6.0,10.0,0
79.7,94.85,Day,9.0,18.3,0
87.57,101.16,Night,8.8,5.8,0
75.12,95.69,Day,4.5,23.5,0
78.79,93.23,Day,8.7,20.1,0
73.88,72.64,Day,1.7,27.2,0
86.57,67.29,Night,8.6,32.2,0
95.64,91.29,Night,5.6,19.3,0
72.87,87.04,Day,7.1,36.7,0
74.61,64.19,Night,5.7,38.2,0
77.72,79.36,Night,3.2,28.1,0
73.99,80.32,Day,6.9,38.7,0
72.1,72.43,Day,6.8,31.0,0
80.13,103.38,Day,5.7,30.9,0
75.15,94.1,Day,9.4,21.5,0
78.26,86.48,Day,7.0,18.7,0
81.15,86.09,Night,2.1,22.3,0
79.66,79.08,Night,4.6,22.7,0
79.31,89.69,Day,7.2,12.8,0
89.21,101.11,Night,5.8,35.9,0
70.5,80.84,Day,6.9,29.9,0
77.58,99.89,Night,4.4,18.0,0
82.72,79.3,Day,8.0,29.7,0
83.9,103.33,Day,5.0,33.6,0
82.66,130.82,Night,5.3,35.9,0
69.49,78.75,Day,3.6,29.2,0
80.86,102.94,Night,6.3,14.0,0
83.97,82.52,Night,6.9,16.1,0
84.68,104.98,Day,4.4,7.2,0
81.65,100.57,Night,7.1,40.1,0
91.1,86.43,Day,8.3,24.2,0
74.69,82.2,Day,7.7,27.4,0
85.36,86.49,Day,5.9,17.0,0
82.6,87.63,Night,4.8,26.1,0
75.74,74.9,Day,4.9,17.7,0
82.54,82.62,Day,6.7,13.5,0
80.87,97.44,Day,3.7,25.3,0
81.66,102.81,Night,3.1,36.6,0
72.31,87.24,Day,3.5,17.5,0
88.09,90.25,Day,7.5,20.5,1
72.48,95.4,Day,5.6,30.9,0
77.22,91.02,Day,3.8,10.5,0
81.62,87.21,Night,8.0,22.9,0
72.9,109.07,Day,3.9,18.9,0
75.33,71.3,Night,8.1,19.1,0
79.86,64.24,Day,8.2,23.1,0
79.64,101.87,Day,4.5,23.4,0
71.61,79.05,Day,7.7,6.9,0
72.76,123.43,Day,4.9,16.6,1
75.93,53.37,Day,5.8,11.8,0
84.97,85.82,Night,7.4,31.7,1
75.28,87.76,Day,4.3,25.8,0
73.47,88.43,Day,4.4,16.3,0
69.85,55.09,Day,5.2,18.0,0
79.98,74.28,Day,5.9,16.7,0
79.47,83.95,Day,3.0,27.6,1
76.02,81.14,Night,7.0,25.7,0
63.66,87.98,Day,7.3,21.8,0
87.86,85.79,Night,6.4,27.0,1
81.5,72.04,Day,5.5,23.6,0
65.55,97.67,Day,5.0,23.6,0
69.77,101.4,Night,4.1,25.2,0
75.24,106.19,Day,4.6,36.0,0
77.44,86.48,Day,7.7,25.7,0
76.69,84.18,Day,4.3,22.2,0
76.52,95.94,Day,4.9,24.8,0
79.87,98.57,Night,6.8,11.4,0
69.84,92.91,Day,7.4,28.8,0
78.4,106.46,Night,3.3,28.3,0
74.92,82.84,Day,5.7,22.8,0
71.87,95.89,Day,5.5,29.6,0
84.52,59.16,Day,7.3,21.3,0
82.88,93.1,Night,3.8,34.4,1
80.12,80.78,Night,5.2,20.0,0
78.11,101.41,Day,6.4,11.2,0
87.27,87.13,Day,8.2,14.8,0
80.64,94.03,Day,5.0,35.6,0
81.89,82.21,Day,5.7,24.0,0
90.77,78.31,Day,9.4,34.2,0
74.75,71.31,Day,5.4,26.8,0
75.02,91.36,Day,7.0,30.1,0
69.88,97.65,Day,7.8,35.4,0
73.55,79.78,Day,5.9,26.2,0
87.48,102.74,Day,5.5,21.2,0
80.28,96.65,Night,6.8,22.9,0
77.78,90.63,Day,6.6,29.7,0
69.39,72.55,Day,5.9,17.5,0
78.88,79.35,Day,6.6,36.7,0
76.89,86.07,Day,6.9,33.4,0
89.25,110.15,Night,7.2,13.1,0
81.38,79.82,Night,6.6,15.8,0
85.16,110.23,Night,5.0,26.0,0
90.28,88.61,Night,5.8,28.2,0
69.72,80.62,Day,4.4,23.6,0
74.62,86.25,Day,6.6,30.3,0
86.98,77.4,Day,6.0,32.2,0
65.33,93.44,Day,4.5,26.8,0
84.07,96.94,Day,5.5,31.6,0
73.8,58.63,Night,5.3,34.6,0
113.76,77.25,Night,7.5,18.6,0
74.0,80.01,Day,4.9,26.0,0
83.71,99.57,Night,7.4,29.9,0
79.05,90.0,Day,3.2,26.7,1
76.24,91.91,Day,7.8,8.3,0
75.16,99.82,Day,4.5,20.5,0
80.95,71.13,Day,5.0,31.6,0
81.86,96.58,Day,6.3,15.6,0
85.56,65.01,Night,9.0,3.7,0
84.57,116.84,Night,3.9,35.0,0
77.85,86.79,Day,4.2,28.0,0
77.14,99.09,Day,2.5,12.4,0
79.45,75.19,Night,4.9,20.8,0
77.03,69.63,Night,4.9,10.4,0
79.4,56.17,Night,5.1,29.6,0
79.59,109.51,Night,7.2,23.4,1
80.0,80.61,Night,9.6,30.8,0
76.91,60.34,Day,5.1,28.3,0
76.71,71.65,Day,1.3,23.0,0
79.46,109.16,Day,4.7,7.5,0
78.84,78.9,Day,8.5,21.5,0
82.06,105.98,Night,5.6,25.7,0
73.76,79.2,Day,4.7,32.7,0
74.3,84.54,Day,0.7,22.0,0
76.66,92.6,Day,6.7,17.1,0
85.5,89.45,Night,3.0,18.5,0
84.34,89.86,Night,5.4,30.1,0
88.08,108.5,Night,5.8,29.4,1
74.34,88.15,Day,6.8,27.1,0
81.62,94.7,Night,5.3,22.0,1
75.48,99.41,Night,3.2,17.2,0
76.42,78.65,Night,7.7,17.1,0
82.43,65.11,Day,5.4,20.4,0
81.57,59.88,Night,3.5,18.2,0
78.85,87.26,Day,7.0,11.9,0
78.23,85.83,Day,4.8,30.9,0
77.51,99.35,Day,4.8,22.2,0
72.08,72.65,Day,10.6,29.1,0
80.57,80.68,Day,7.8,21.2,0
83.85,121.04,Day,5.0,30.9,0
73.76,79.07,Day,8.7,20.0,0
79.96,88.47,Night,6.9,23.6,0
80.73,86.28,Day,7.0,27.9,0
74.11,74.3,Day,7.5,25.1,0
77.91,87.99,Day,3.3,19.0,0
81.58,98.23,Night,10.0,30.0,0
80.79,104.56,Day,8.4,42.0,0
84.13,88.53,Night,5.5,31.8,0
70.15,64.96,Day,6.8,21.2,0
85.61,95.2,Night,8.6,20.6,0
75.38,89.28,Day,7.3,16.3,0
89.85,81.43,Night,5.5,38.1,0
81.86,117.76,Day,6.8,22.4,0
80.1,68.54,Day,6.0,22.8,0
70.33,81.52,Day,5.3,17.5,0
78.14,86.97,Day,8.3,31.4,0
80.33,77.42,Day,5.8,29.6,0
70.58,91.76,Day,8.9,26.5,0
80.79,105.26,Night,7.3,16.3,0
81.06,83.92,Night,5.1,31.1,0
73.05,103.67,Day,6.5,23.2,0
78.16,108.13,Night,4.2,30.0,0
72.05,99.27,Night,7.6,28.0,0
70.77,98.37,Day,1.8,22.6,0
74.66,75.02,Day,6.3,20.7,0
70.92,76.92,Day,6.8,20.9,0
75.65,96.64,Night,6.1,24.4,0
69.84,93.37,Day,4.4,4.9,0
77.0,77.5,Day,6.9,35.1,0
88.27,100.16,Day,5.9,22.8,0
77.61,96.5,Day,5.3,23.8,0
67.49,50.7,Day,9.3,39.3,0
87.99,71.79,Day,4.3,20.6,0
86.03,81.7,Day,3.6,31.3,0
79.65,103.91,Day,10.1,35.9,0
78.53,92.49,Night,6.6,22.0,1
89.62,91.65,Day,3.8,29.9,0
80.62,79.87,Day,8.1,33.9,0
79.61,70.74,Day,4.6,35.2,0
74.36,81.26,Day,6.5,20.7,0
71.26,90.38,Day,4.8,24.6,0
74.89,82.81,Day,4.6,16.2,0
82.66,96.42,Night,9.4,17.1,0
80.78,101.18,Day,8.1,23.2,0
81.95,95.48,Night,6.0,30.3,0
83.25,86.01,Day,6.2,31.5,0
81.05,107.61,Night,4.3,11.9,0
90.95,94.87,Day,5.7,14.2,0
77.85,99.56,Night,4.6,31.1,0
78.33,88.05,Day,6.3,16.2,0
76.67,77.13,Day,6.7,22.0,0
96.06,84.75,Day,4.5,20.1,0
80.5,77.25,Day,8.2,27.2,0
69.56,86.53,Day,6.5,32.0,0
74.91,111.22,Day,5.4,23.7,0
86.0,85.72,Night,5.2,33.8,0
88.71,77.29,Day,3.6,19.0,0
70.05,91.16,Day,8.5,34.7,0
76.47,99.07,Night,4.6,14.7,0
68.87,76.64,Day,7.0,8.9,0
77.58,94.42,Night,3.9,1,0
84.13,113.9,Night,5.7,42.2,0
68.61,95.35,Day,5.5,34.1,0
74.06,102.93,Day,5.8,22.1,0
88.74,96.54,Day,4.4,33.2,1
79.52,109.01,Night,7.8,21.8,1
76.95,81.38,Night,4.2,32.7,0
76.9,87.37,Night,8.5,23.6,0
87.16,84.03,Night,5.1,13.7,0
75.21,89.98,Day,5.6,21.6,0
80.85,98.56,Night,10.0,26.2,0
85.82,84.53,Night,6.3,11.3,0
86.12,72.03,Day,6.8,29.0,0
82.32,89.39,Night,1.5,22.9,0
78.26,75.89,Day,4.3,41.8,0
91.64,102.71,Night,6.1,32.7,0
79.43,78.6,Day,3.1,17.7,0
87.01,64.34,Night,8.2,18.4,0
65.7,77.95,Day,6.5,45.1,0
80.19,71.69,Day,11.0,26.3,0
67.3,88.07,Day,7.4,16.8,0
82.3,93.4,Night,8.0,29.8,0
69.58,92.6,Day,5.4,25.6,0
83.91,104.63,Day,7.8,31.5,0
64.23,85.65,Day,9.5,25.4,0
72.67,68.14,Night,2.8,29.5,0
82.6,93.93,Night,1.1,31.0,0
79.9,83.62,Day,12.5,18.9,0
77.81,94.76,Day,3.8,13.2,0
82.02,93.8,Day,4.4,17.2,0
80.51,95.62,Night,4.9,16.1,0
78.47,84.83,Day,7.5,19.9,0
76.61,78.47,Day,8.0,20.1,0
69.93,77.19,Day,7.7,17.6,0
84.39,70.19,Day,4.7,17.3,0
67.77,79.7,Day,6.9,32.3,0
79.95,54.51,Day,6.5,17.8,0
75.76,88.34,Day,4.6,31.2,0
72.47,87.68,Night,4.5,49.3,0
73.81,65.07,Day,5.3,28.1,0
75.88,85.63,Day,5.2,20.9,0
83.51,110.99,Night,4.8,36.2,0
69.5,76.44,Day,6.1,17.5,0
74.48,81.8,Night,5.2,21.4,0
88.46,86.27,Night,0.5,15.7,0
90.21,102.13,Night,7.2,14.9,0
70.8,91.48,Day,7.5,32.6,0
67.51,91.99,Night,4.1,9.1,0
75.37,99.22,Day,6.1,21.4,0
74.79,86.02,Day,7.7,1,0
84.47,83.85,Night,6.7,32.0,0
68.83,83.73,Day,9.1,39.6,0
76.75,60.43,Day,2.3,21.5,0
74.67,87.82,Day,4.5,24.5,0
83.35,87.03,Night,8.4,13.9,0
82.23,91.17,Day,6.5,35.6,0
83.05,77.85,Night,6.6,25.8,0
80.43,95.34,Day,5.1,23.3,0
75.71,82.47,Night,8.4,17.2,0
80.52,83.51,Day,6.1,26.7,0
70.46,88.75,Day,10.1,34.8,0
92.38,86.23,Day,5.1,12.1,0
85.12,72.7,Night,5.6,22.2,0
87.87,110.06,Night,8.7,22.6,0
74.45,89.14,Day,4.8,28.3,0
71.78,71.57,Night,7.6,23.0,0
77.64,82.08,Day,7.1,4.5,0
85.91,87.79,Night,8.6,20.2,0
70.8,104.13,Night,6.9,12.1,0
80.65,77.43,Day,1.8,23.7,0
80.51,94.03,Day,8.2,13.9,0
75.51,87.94,Day,5.7,14.8,0
80.81,81.51,Night,7.9,30.8,0
70.35,88.42,Night,3.9,39.4,0
85.57,89.86,Night,4.9,40.7,1
70.34,96.31,Night,8.5,25.2,0
68.86,56.99,Day,7.5,18.4,0
81.98,92.14,Night,5.5,12.3,0
85.69,93.28,Day,8.4,26.7,0
75.97,77.44,Day,6.0,9.9,0
85.27,95.16,Night,6.5,25.1,1
85.58,97.69,Day,6.2,23.4,0
83.62,83.14,Day,3.7,27.8,0
68.87,86.37,Day,5.1,21.1,0
81.01,90.47,Day,8.6,20.7,0
77.04,94.58,Night,6.4,32.3,0
85.32,95.96,Day,8.6,27.0,0
79.17,69.13,Day,9.4,4.3,0
80.57,66.76,Night,7.3,26.1,0
80.22,86.09,Day,3.6,30.6,0
93.51,96.01,Night,8.5,19.1,0
72.3,89.88,Day,8.0,23.1,0
77.86,73.16,Day,7.1,23.6,0
87.77,75.22,Day,5.1,20.6,0
83.09,78.87,Day,5.7,34.9,0
87.92,71.7,Day,5.1,24.0,0
80.07,92.33,Night,6.2,24.2,0
77.43,65.19,Night,1.4,16.3,0
69.91,94.69,Day,3.0,14.1,0
80.62,77.69,Day,3.5,34.2,0
82.5,79.21,Night,4.6,22.0,0
72.87,90.19,Day,6.2,24.0,0
80.4,81.37,Day,2.7,11.2,0
69.48,84.42,Night,4.8,22.7,0
75.61,92.08,Day,9.1,25.0,0
84.99,91.85,Night,7.2,31.5,0
78.32,78.16,Night,8.8,22.8,0
79.21,79.99,Day,9.1,25.7,0
75.16,118.32,Night,7.9,27.5,1
84.32,101.39,Day,2.1,17.6,0
80.26,99.86,Day,7.1,30.2,0
73.85,97.91,Night,6.8,24.9,0
84.5,95.2,Night,2.4,20.8,0
84.6,88.85,Night,5.7,20.9,0
86.0,83.04,Night,6.4,25.4,0
80.59,82.53,Day,3.6,27.3,0
78.19,78.71,Day,7.2,24.2,0
74.99,78.48,Day,5.0,17.3,0
78.62,86.78,Day,9.5,24.5,0
73.4,89.42,Day,8.3,26.3,0
77.75,71.67,Night,7.3,22.4,0
80.53,52.6,Day,6.8,28.1,0
85.49,84.36,Day,5.3,33.1,0
75.76,88.42,Day,3.3,19.4,0
71.96,93.35,Day,7.2,23.5,0
77.24,86.3,Day,6.7,7.1,0
86.25,81.4,Night,9.1,27.7,0
77.26,85.97,Night,5.0,25.3,0
91.55,88.41,Day,7.3,26.1,0
76.52,119.48,Night,2.8,21.7,0
64.9,89.25,Day,3.6,31.7,0
75.27,121.07,Night,8.8,20.8,0
82.53,66.99,Day,6.4,24.3,0
80.26,62.49,Night,5.3,19.5,0
75.9,75.13,Day,6.0,29.7,0
75.5,81.9,Night,4.4,22.6,0
93.57,72.15,Night,6.3,30.0,0
80.75,70.68,Day,9.2,15.5,0
78.9,66.15,Day,5.6,10.1,0
85.45,80.48,Day,6.7,17.1,0
76.55,100.59,Night,4.3,22.0,0
75.94,81.42,Night,6.2,22.2,1
85.84,73.11,Night,5.8,29.2,0
83.98,65.93,Night,5.2,19.7,0
87.63,111.85,Day,2.5,31.0,0
80.1,79.69,Day,8.1,35.2,0
73.79,84.24,Day,5.9,21.9,0
80.35,69.86,Night,8.4,16.7,0
88.24,74.83,Day,6.8,15.8,0
69.33,98.46,Night,6.8,17.7,0
83.14,97.39,Day,9.1,29.9,0
75.24,59.65,Day,5.8,18.2,0
68.19,100.05,Night,5.9,25.2,0
76.8,105.07,Day,3.8,25.4,0
81.28,104.05,Night,5.4,33.9,0
78.39,83.44,Night,4.4,34.4,0
76.91,87.87,Day,5.3,25.4,0
79.24,100.19,Night,2.3,11.8,0
84.76,88.58,Day,7.4,30.7,0
80.34,88.88,Day,5.0,26.0,0
90.59,97.77,Night,5.2,28.2,0
77.01,84.6,Night,4.9,21.8,0
80.38,83.85,Night,4.4,29.6,0
79.32,99.15,Day,9.3,23.3,0
72.36,66.14,Night,7.3,22.3,0
79.57,77.04,Day,5.3,19.5,0
81.2,98.1,Day,5.4,27.3,0
63.73,79.23,Night,7.6,14.5,0
86.91,93.69,Day,4.8,27.4,0
82.7,82.71,Night,3.8,37.6,1
82.47,82.21,Day,7.7,11.3,0
82.33,47.14,Night,7.2,23.4,0
77.66,99.6,Day,7.6,29.4,0
82.36,58.11,Night,7.2,26.6,0
72.88,95.79,Day,5.2,25.8,0
84.36,91.32,Day,5.9,21.7,0
81.14,75.13,Night,6.1,13.8,0
74.92,83.33,Night,3.2,15.9,0
74.84,85.71,Night,10.0,27.5,0
86.76,95.13,Night,9.1,23.9,0
83.82,104.78,Night,5.1,28.7,0
77.42,100.65,Day,7.2,11.7,0
73.35,79.35,Day,7.7,37.9,0
82.41,98.52,Day,8.8,28.5,0
68.02,61.84,Day,4.4,29.2,0
73.55,90.15,Night,6.7,19.6,0
68.76,107.31,Night,3.6,28.0,0
75.88,78.02,Day,1.6,12.0,0
78.12,78.91,Day,4.0,25.1,0
80.25,78.76,Day,5.7,19.2,0
72.59,79.62,Day,8.8,22.5,0
89.98,101.28,Night,5.5,37.4,0
83.64,105.53,Day,4.4,24.9,0
71.51,78.74,Day,4.2,18.3,0
84.13,112.32,Night,8.3,28.7,0
81.94,81.63,Day,9.7,18.1,0
82.54,76.66,Day,2.7,36.5,0
79.03,115.98,Night,8.9,18.0,0
80.66,95.25,Day,5.2,18.9,0
81.57,92.3,Night,4.2,17.5,0
79.32,94.81,Day,4.7,22.8,0
75.13,100.42,Day,1.8,16.1,0
91.88,97.32,Night,9.9,21.1,0
78.62,95.85,Night,10.5,26.6,0
80.28,80.93,Night,5.1,29.1,0
79.82,79.55,Day,4.0,19.1,0
82.21,95.95,Night,5.2,32.5,0
70.52,102.74,Day,6.3,14.4,0
78.45,75.78,Day,6.0,25.5,0
83.43,98.06,Day,5.9,23.8,0
85.09,73.3,Day,5.1,29.0,0
76.27,110.35,Night,5.9,25.8,0
79.01,81.44,Day,0.8,22.3,0
85.33,79.08,Day,8.6,30.9,0
68.62,77.85,Day,8.3,21.7,0
74.81,77.62,Day,6.8,27.4,0
78.31,102.81,Night,8.0,22.0,0
77.37,79.48,Day,8.5,30.9,0
80.04,65.48,Day,3.1,13.7,0
78.47,97.66,Night,5.8,26.4,0
80.81,91.78,Day,3.8,35.8,0
70.91,84.07,Day,5.1,15.1,0
80.84,98.12,Night,4.6,22.2,0
68.17,77.27,Night,4.4,21.5,0
68.16,93.34,Night,6.4,27.6,0
81.04,71.95,Day,4.2,17.9,0
78.93,103.26,Day,2.5,27.2,0
83.17,88.2,Day,4.6,23.1,0
86.35,85.25,Day,5.3,20.8,0
82.53,84.2,Day,2.7,22.9,0
87.2,91.08,Day,6.0,19.6,0
73.63,88.83,Day,5.3,14.3,0
73.13,99.27,Night,5.1,37.4,0
78.28,98.42,Night,5.8,22.9,0
85.76,58.81,Day,8.0,24.5,0
78.59,83.96,Day,9.1,25.7,0
69.05,89.45,Night,5.6,30.3,0
77.53,98.41,Day,3.5,32.4,0
78.92,76.82,Day,6.3,26.8,0
78.26,86.02,Day,1.3,13.0,0
65.32,91.47,Night,7.0,36.4,0
80.94,100.03,Night,5.2,19.9,0
73.18,76.68,Night,7.0,23.0,0
80.11,67.98,Day,4.4,28.4,0
79.7,68.54,Day,3.7,18.1,0
86.02,68.34,Day,8.3,21.7,0
84.24,62.99,Night,4.9,25.8,0
80.53,78.77,Day,6.9,27.0,0
78.83,65.61,Day,4.5,27.2,0
85.75,90.96,Day,9.0,21.7,0
78.37,85.61,Night,7.2,11.6,0
76.55,81.77,Night,7.3,36.9,1
76.91,87.93,Night,7.2,13.1,0
98.71,73.28,Day,5.8,27.0,0
84.93,111.96,Day,5.9,22.3,0
86.78,82.96,Day,5.2,37.6,0
79.99,78.75,Day,8.0,14.2,0
78.84,76.63,Day,9.0,19.5,0
76.92,86.94,Night,6.2,37.7,0
77.79,90.98,Day,8.4,33.3,0
70.12,88.77,Day,5.3,12.0,0
77.87,77.49,Night,6.7,24.1,0
74.64,102.46,Day,7.6,17.1,0
75.95,107.22,Night,7.4,24.9,0
73.04,83.24,Night,7.8,24.4,0
80.23,94.63,Day,6.6,39.9,0
71.09,60.42,Night,7.7,38.0,0
83.4,79.59,Night,5.4,21.8,1
87.63,89.48,Day,4.0,33.3,0
80.56,102.51,Day,7.1,20.2,0
79.22,90.9,Day,6.5,23.7,0
80.27,110.82,Night,5.5,26.4,1
83.89,109.97,Night,9.5,17.9,0
73.55,99.44,Day,4.4,27.5,0
95.0,85.21,Night,5.0,28.9,0
76.94,86.87,Night,7.2,30.0,0
69.81,114.44,Night,6.3,18.4,0
75.82,55.89,Day,3.5,32.5,0
79.07,83.73,Day,6.0,24.5,0
73.14,77.55,Day,8.7,25.1,0
90.5,108.47,Day,5.0,21.8,0
77.49,90.24,Day,5.1,27.0,0
87.74,83.97,Day,5.2,17.5,0
71.25,68.88,Day,6.6,27.8,1
79.29,86.43,Day,6.5,37.8,0
79.82,108.06,Night,5.5,11.6,0
88.31,90.61,Night,4.4,20.4,1
76.92,74.07,Day,0.7,28.0,0
80.95,92.04,Day,5.2,25.8,0
77.86,89.09,Day,4.4,23.2,0
72.37,91.34,Day,6.5,25.8,0
83.31,81.41,Night,5.3,19.7,0
77.31,89.33,Day,3.9,32.8,0
73.51,97.2,Day,3.6,20.6,0
77.63,68.36,Day,6.4,23.0,0
74.62,81.44,Night,8.1,22.7,0
66.63,102.91,Night,4.5,24.8,0
86.47,91.46,Day,1.7,1,0
74.95,81.63,Day,5.7,24.3,0
83.39,99.13,Night,4.1,37.0,0
82.99,115.18,Night,7.7,16.7,1
79.91,70.77,Day,6.2,19.0,0
81.21,76.18,Day,8.1,24.8,0
87.12,90.21,Night,5.6,23.7,0
89.02,94.56,Day,6.3,25.0,1
64.68,65.17,Day,4.8,41.0,0
62.95,65.61,Day,7.3,28.6,0
76.99,90.62,Day,5.0,13.4,0
72.58,77.18,Day,7.0,30.7,0
93.24,78.79,Night,5.4,24.2,1
78.84,66.88,Day,10.5,21.2,0
71.55,91.52,Night,6.7,20.4,0
65.34,96.64,Day,7.0,13.6,0
79.73,93.14,Day,6.0,15.4,0
81.7,93.49,Night,7.3,23.8,0
79.93,89.84,Day,11.7,42.5,0
77.75,99.92,Day,8.5,15.2,0
87.69,76.14,Day,4.5,27.4,0
74.35,99.81,Night,4.3,19.5,1
77.12,100.04,Day,7.6,25.9,0
67.32,99.59,Day,8.5,24.6,0
69.66,84.13,Day,6.0,12.1,0
76.24,86.28,Night,7.2,26.2,0
79.23,80.82,Day,3.2,19.2,0
74.6,132.45,Day,6.0,23.1,0
73.63,84.01,Day,7.0,29.7,0
81.46,83.84,Night,4.1,26.0,0
87.63,79.86,Day,3.6,16.9,0
75.96,81.91,Day,5.9,26.4,0
83.87,77.12,Night,10.1,14.4,0
81.87,103.36,Night,4.4,21.0,0
80.59,77.99,Night,5.9,19.6,0
75.46,76.74,Night,5.6,28.9,0
82.79,85.64,Day,9.4,13.1,0
